CatalogusNr;Artiest;Titel;Jaar;Drager;Aantal Drager;DiscogsID;Genre;Label;Laatste update;In bezit
925 471-2;Fleetwood Mac;Tango In The Night;1987;CD - Album;1;5356982;Rock;Warner Bros. Records;25-3-2026 18:54:00;Ja
926 034-2;Rod Stewart;The Best Of Rod Stewart;0;CD - Compilation, Reissue;1;11190555;Rock, Pop;Warner Bros. Records, Stiefel Phillips Entertainment;25-3-2026 18:52:00;Ja
9362-46702-2;Fleetwood Mac;The Dance;1997;CD - Album;1;8225447;Rock, Pop;Reprise Records;25-3-2026 19:48:00;Ja
9548-33587-2;Various;Nachtwacht;1995;CD - Compilation;1;1118109;Rock, Funk / Soul, Pop;Magnum, TROS;25-3-2026 19:31:00;Ja
abcd 30101-2;Various;De 100 Mooiste Love Songs Uit 30 Jaar Candlelight;1998;CD - Compilation;4;6346657;Pop, Folk, World, & Country;ABCD;25-3-2026 18:59:00;Ja
ADE H 15;Various;20 Country Greats;1975;LP;1;5338463;Folk, World, & Country;Arcade Records (3);20-3-2026 19:19:39;Ja
ADE H23;Johnny Cash;The Best Of Johnny Cash;1977;LP;;1120268;Rock, Country Rock;Arcade Records;19-3-2026 15:02:47;Ja
ADE H52;Various;Golden Pop Instrumentals;1980;LP;;4792999;Electronic, Funk / Soul, Blues, Pop, Electro;Villa;19-3-2026 15:02:09;Ja
ADEH 129;The Everly Brothers;Reunion Concert (Recorded Live At The Albert Hall September 23rd 1983);1983;LP;;2233409;Rock, Pop, Rock & Roll, Soft Rock, Ballad;Arcade;19-3-2026 14:56:51;Ja
ADEH 162;Various;Now This Is Music;1984;LP;;411486;Electronic, Rock, Pop Rock, Synth-pop;EMI;19-3-2026 15:07:19;Ja
ADEH 166;Status Quo;The Complete Hitalbum;1985;LP;;1414255;Rock, Rock & Roll, Hard Rock, Pop Rock, Classic Rock;Arcade;19-3-2026 16:08:15;Ja
ADEH 195;Various;One More Night (28 Exclusive Popsongs);1985;LP;;4380204;Rock, Pop, Pop Rock, Ballad;Arcade;19-3-2026 14:57:22;Ja
ADEH 209;Various;De Allergrootste Zomerhits;1986;LP;;3923221;Latin, Funk / Soul, Pop, Salsa, Chanson, Ballad, Disco;Arcade;19-3-2026 16:09:02;Ja
adeh 311;Various;Love Hurts - 28 Romantic Popsongs;1983;Vinyl - LP, Compilation;2;852997;Rock, Pop;Arcade;25-3-2026 15:26:00;Ja
ADEH 58;The Shadows;20 Greatest Hits;;LP;;648013;Rock, Rock & Roll;Imperial;19-3-2026 15:05:05;Ja
adeh 89;Various;Remember The 60's (Volume 1);1983;Vinyl - LP, Compilation;2;13982855;Rock;Arcade Crown, Arcade Villa, Arcade Villa;25-3-2026 14:56:00;Ja
ADEH 91;Frankie Laine;The World Of Frankie Laine;1982;LP;;13003606;Folk, World, & Country, Country;Arcade;19-3-2026 13:19:38;Ja
adehcd 827;Various;Christmas Love Songs;1986;CD - Compilation;1;4519753;Jazz, Pop, Classical, Folk, World, & Country;Arcade;25-3-2026 19:14:00;Ja
AMLM 66702;Supertramp;Paris;1980;LP;2;1414049;Rock;A&M Records;20-3-2026 22:45:07;Ja
an 8211;De Mastreechter Staar;Proficiat Mastreechter Staar - Uw Favoriete Wensconcert;1983;Vinyl - LP, Compilation;2;6359408;Classical;Arrival Records;25-3-2026 14:57:00;Ja
as 53051;Eagles;Hotel California;1976;LP;;10779890;Rock, Classic Rock, Country Rock;Asylum Records;19-3-2026 13:17:20;Ja
ATL 20 023;Various;That’s Soul;0;Vinyl - LP, Compilation, Reissue, Stereo;1;13248223;Funk / Soul;Atlantic;25-3-2026 14:56:00;Ja
B 64 005 BO 1;Various;Favorieten Express;1980;LP;;9195972;Pop;Reader's Digest;19-3-2026 16:30:47;Ja
B65205 DB1;Various;Muzikale Herinneringen Aan De Jaren '40;1989;LP;8;30086574;Jazz, Pop, Stage & Screen;Reader's Digest Music;24-3-2026 18:53:54;Ja
BL 3274;Galt MacDermot;Hair (Original Soundtrack Recording);1979;LP;;3352198;Jazz, Rock, Funk / Soul, Pop, Stage & Screen, Soundtrack, Country Rock, Pop Rock, Soul, Easy Listening;RCA Victor;19-3-2026 13:19:20;Ja
BLM 379;De Mölnblaozers;Draaiende Wieken. De Möl´n Blaoskapel o.l.v. W. Loff;1985;LP;1;22519157;Folk, World, & Country;BLM;20-3-2026 21:25:42;Ja
BR 101A-1E A1AC;Various;The Big Beat;1993;LP;2;Niet gevonden;Rock;Breaking Records (7);20-3-2026 22:39:57;Ja
c048-50 702;The Beach Boys;Good Vibrations;0;Vinyl - LP, Compilation, Reissue;1;23084402;Rock;Emidisc (2), Emidisc (2);25-3-2026 14:49:00;Ja
CBS 53089;Various;The Day The Music Died;1979;LP;;1069730;Jazz, Rock, Non-Music, Pop, Stage & Screen, Special Effects, Easy Listening;CBS;19-3-2026 15:27:45;Ja
CBS 84549;Adam And The Ants;Kings Of The Wild Frontier;1980;LP;;14157093;Rock, Pop, New Wave, Post-Punk;Epic;19-3-2026 13:21:38;Ja
CD 32588;Ellen Foley;Nightout;1990;CD - Album;1;4137384;Rock;Epic;25-3-2026 18:28:00;Ja
CDX96000;Jeff Wayne;The War Of The Worlds;1995;CD - Album, Reissue, Remastered, Stereo;2;192473;Electronic, Rock;Columbia, Columbia;25-3-2026 19:51:00;Ja
cn 0141;Various;Pasar Malam;1980;LP;1;2131239;Pop, Folk, World, & Country;Common Wealth Records;20-3-2026 21:50:40;Ja
CP 510-H;George Victor;Hammond A Gogo;;LP;1;4743543;Jazz, Folk, World, & Country;Capriola (2);20-3-2026 19:35:15;Ja
cpg 1989006;Various;Warm Aanbevolen Uit 25 Jaar Top 40;1989;CD - Compilation;1;694496;Electronic, Rock, Reggae, Pop;Stichting CPG, Stichting CPG;25-3-2026 18:53:00;Ja
cpg 1999012;Various;Het Muziekkado;1999;CD - Album;1;681666;Rock, Pop;Stichting CPG, Stichting CPG;25-3-2026 18:40:00;Ja
csps 812;Various;A Christmas Gift;1974;LP;1;7312013;Pop, Folk, World, & Country;Ronco;20-3-2026 21:47:47;Ja
d84002dd;Various;The Number One Collection;1984;LP;8;10817418;Pop;Reader's Digest;24-3-2026 13:50:33;Ja
ddj 6006;De Kilima Hawaiians;40 Jaar Kilima Hawaiians;1976;Vinyl - LP, Compilation;2;1140655;Pop, Folk, World, & Country;Artone, Artone;25-3-2026 15:26:00;Ja
depcd 14;UB40;Labour Of Love II;1989;CD - Album, Stereo;1;11106833;Reggae;DEP International, DEP International;25-3-2026 18:51:00;Ja
Discofoon – 7070;Various;13 Hits aan de spits No.2;1969;LP;1;7852339;Pop, Brass & Military, Folk, World, & Country;Discofoon – 7070;20-3-2026 22:17:13;Ja
DM 004; ;100 Discotheek jingles;1980;LP;;5256219;Jingles; ;19-3-2026 15:30:37;Ja
dncd 1211;Various;Het Beste Uit De Top 100 Aller Tijden Volume 1;1989;CD - Compilation;1;1053819;Rock, Pop;Dino Music;25-3-2026 18:44:00;Ja
drds 1041;Tony Bennett;Tony Bennett Sings;;LP;1;2542643;Jazz;Reader's Digest;24-3-2026 13:44:07;Ja
DRDS 2531;The Blue Diamonds;Wereldsuccessen;1969;LP;;2487259;Pop, Vocal;Reader's Digest;19-3-2026 16:11:52;Ja
DRDS 2901/2/3/4;James Last;The Best Of James Last Vol. 2;1982;LP;4;15503801;Pop, Classical;Reader's Digest;24-3-2026 13:47:36;Ja
drds 3188;Elvis Presley;Elvis Sings Country Favourites;1984;LP;1;3935712;Pop, Folk, World, & Country;Reader's Digest;20-3-2026 21:49:18;Ja
drds 3370;Various;Kerstmis Door De Jaren Heen Volume 1 (Disc 1-2);1988;CD - Compilation;2;32562132;Pop, Classical;Reader's Digest Music;26-3-2026 16:24:00;Ja
DRDS 3471;Various;Great Stars And Their Greatest Songs;1990;CD - Compilation, Club Edition, Stereo;5;14769069;Jazz, Rock, Funk / Soul, Pop, Stage & Screen;Reader's Digest Music, Reader's Digest Music, Reader's Digest Music, Reader's Digest Music, Reader's Digest Music;25-3-2026 17:07:00;Ja
DRDS 9191/9198;Robert Stolz;De Wereld Van Robert Stolz;1976;LP;8;9952897;Classical;Reader's Digest;24-3-2026 13:38:29;Ja
drds 9200;Robert Stolz;Tango-Festival;;LP;1;7729841;Latin;Reader's Digest;24-3-2026 13:40:52;Ja
drds 9201;Robert Stolz;Die Schönsten Polkas Der Welt;;LP;1;5459734;Classical, Folk, World, & Country;BASF;24-3-2026 13:41:46;Ja
DRDS2971;Various;U Vraagt.... Wij Draaien;;LP;8;10407541;Pop;Reader's Digest;24-3-2026 13:51:44;Ja
drds3355;Various;25 Jaar Tophits;1988;CD - Compilation;6;23463326;Rock, Funk / Soul, Pop;Reader's Digest;25-3-2026 19:16:00;Ja
elf 15.97-g;Gerard De Vries;Teddybeer;1976;LP;;5029157;Pop, Folk, World, & Country, Vocal;Elf Provinciën;19-3-2026 13:17:45;Ja
ELF 25.32;Various;Twente Plat - Een Klein Uur Twentse Humor Met;1978;LP;1;8754081;Folk, World, & Country;Ivory Tower Records;20-3-2026 22:48:43;Ja
elf 25.33;Various;Drenthe Plat;1978;Vinyl - LP, Album, Stereo;1;9665541;Folk, World, & Country;Ivory Tower Records;25-3-2026 15:20:00;Ja
ELF 25.42;Various;Twente Plat 2;1979;LP;1;8754069;Folk, World, & Country;Ivory Tower Records;20-3-2026 22:48:23;Ja
elf 25.48;Achterhoek Plat, De Naober Oet Zöwwent, Gert Van De Stekkebeazebos, Johannus De Gladstrieker, Gatjan En Willem;Achterhoek Plat;1979;Vinyl - LP, Album;1;15839470;Non-Music, Folk, World, & Country;Ivory Tower Records;25-3-2026 14:57:00;Ja
ELF 40.07;Various;Een Weekend Met Kerstklanken;1975;LP;1;15050243;Pop;Elf Provinciën;20-3-2026 23:10:21;Ja
elk 52.206;David Gates;Falling In Love Again;1980;Vinyl - LP, Album;1;3379929;Rock, Pop;Elektra;25-3-2026 15:00:00;Ja
EMA 788;Queen;Jazz;1978;LP;;31971914;Rock, Hard Rock, Pop Rock;Portrait;19-3-2026 15:05:45;Ja
eop 95274;Various;From The Movies;0;CD - Compilation;2;2729912;Electronic, Classical, Stage & Screen;Eddy Ouwens Productions;25-3-2026 19:17:00;Ja
eop95291-3;Bill van Dijk;Het Wilhelmus;1997;CD - Single;1;6247777;Electronic, Pop, Classical, Brass & Military, Folk, World, & Country, Stage & Screen;Formido Bouwmarkten;26-3-2026 16:23:00;Ja
es 151;Kinderen voor Kinderen;Kinderen Voor Kinderen 3;1982;Vinyl - LP, Album, Stereo;1;1510047;Pop, Children's;VARAgram;25-3-2026 16:42:00;Ja
ES 93;Kinderen voor Kinderen;Kinderen Voor Kinderen;1980;Vinyl - LP, Album, Stereo;1;872542;Pop, Children's;VARAgram;25-3-2026 16:38:00;Ja
ES 98;Kinderen voor Kinderen;Kinderen Voor Kinderen 2;1981;Vinyl - LP, Album;1;1103007;Pop, Children's;VARAgram;25-3-2026 16:54:00;Ja
esc-46;Wim Kan;Oudejaarsavond 1976;1976;LP;1;35998018;Non-Music;VARAgram;20-3-2026 23:06:19;Ja
GCMG/A/173;Various;Country Magic;1987;LP;;1490230;Folk, World, & Country, Country;Reader's Digest;19-3-2026 13:08:47;Ja
GL-42937;Mario Lanza;Zijn Grootste Successen;1979;LP;2;768017;Pop;RCA;20-3-2026 19:24:54;Ja
HN4101;Creedence Clearwater Revival;Creedence Clearwater Revival;1981;LP;;1477227;Rock, Classic Rock;HEP;19-3-2026 16:01:51;Ja
holl 2245;Toon Hermans;Meer Dan Anderhalf Uur Schateren Met Neerlands Top-Cabaretiers;1976;LP;1;1469527;Non-Music, Pop;Hema;20-3-2026 23:06:46;Ja
hr 852382;Various;Disco Fever;1998;CD - Compilation;4;2573983;Electronic, Funk / Soul;Disky, Disky, Disky;25-3-2026 18:15:00;Ja
hr 853222;Various;Greatest Hits Of The 80's;1998;CD - Compilation;8;373769;Electronic, Rock, Pop;Disky;25-3-2026 19:51:00;Ja
HRD-10;Various;Golden Memories;0;Vinyl - LP, Compilation;3;613035;Rock;Curcio;25-3-2026 16:34:00;Ja
hst 20788;The Beach Boys;The Beach Boys;1967;LP;1;2516333;Rock;Capitol Records;20-3-2026 21:54:00;Ja
ILPS 9376;Bob Marley & The Wailers;Live!;1975;LP;;23581601;Reggae, Roots Reggae;Island Records;19-3-2026 15:50:29;Ja
imp 95157;Various;Douwe Egberts Wenst U Een Vrolijk Kerstfeest.;1995;CD - Compilation;1;805131;Non-Music, Pop;Impuls International, Douwe Egberts;26-3-2026 16:26:00;Ja
ISLD 11-2;Bob Marley & The Wailers;Babylon By Bus;;LP;;7566244;Reggae, Roots Reggae;Tuff Gong;19-3-2026 16:10:56;Ja
JET DP 400;Electric Light Orchestra;Out Of The Blue;;LP;;14722161;Rock, Prog Rock, Symphonic Rock;Jet Records;19-3-2026 13:29:36;Ja
JETLX 500;Electric Light Orchestra;Discovery;1979;LP;;8777753;Rock, Pop, Pop Rock, Prog Rock, Symphonic Rock;Jet Records;19-3-2026 13:33:10;Ja
JS-6134;Various;6 Days On The Road Trucker Stars;1977;LP;;8030060;Folk, World, & Country, Country;Pickwick International, Inc.;19-3-2026 15:16:34;Ja
jtwsp 920602;The Energy Makers;Lang Zullen Ze Leven! - De Feest-CD Van Duracell ;1992;CD - Mini, Single, Promo;1;7523337;Electronic, Jazz, Children's;Joost ter Waarbeek Music, Duracell (2);26-3-2026 16:24:00;Ja
K 81002 BD1/1 to K 81002 BD1/8;Various;The Sensational 70's;;LP;;7832121;Electronic, Rock, Rock & Roll, Disco, Pop Rock, Synth-pop, Classic Rock;Reader's Digest;19-3-2026 13:15:44;Ja
k82 023 dd;Various;The Best Of Country Music;0;LP;8;7723238;Folk, World, & Country;Reader's Digest;24-3-2026 17:51:56;Ja
K-BOX301;Various;The Revolution Of The 60's - 50 Great Pop Hits;1995;CD - Compilation;3;8270644;Rock, Funk / Soul, Blues, Pop;Rebeat Music;25-3-2026 18:15:00;Ja
kbox3180;Various;Popselection Of The 70's;2000;CD - Compilation, Stereo;3;26390567;Electronic, Rock, Reggae, Funk / Soul, Pop, Stage & Screen;Weton-Wesgram;25-3-2026 17:24:00;Ja
k-box335;Various;Rock The Night;1995;CD - Compilation;3;14334043;Rock, Reggae, Latin, Funk / Soul, Blues;K-Box Records;25-3-2026 18:24:00;Ja
KSP 16922;Normaal;Oerend Hard;1977;LP;;1784222;Rock;Killroy;19-3-2026 15:58:59;Ja
lsp 4550;Hot Tuna;First Pull Up, Then Pull Down;1971;Vinyl - LP, Album;1;4745454;Rock, Blues;RCA Victor, RCA Victor;25-3-2026 15:01:00;Ja
LSP 980321;Various;25 Jaar Popmuziek;1988;LP;;972803;Rock, Funk / Soul, Pop, Europop, Pop Rock, Soul, Funk;CBS Special Products;19-3-2026 15:53:22;Ja
LSP-9940;Harry Belafonte;Golden Records - Die Grossen Erfolge;1999;LP;1;7292897;Jazz, Latin, Pop;RCA Victor;20-3-2026 22:52:57;Ja
mfp 5019;John Smith And The New Sound;Rock Rock Rock;1968;LP;1;1404563;Rock;Music For Pleasure;20-3-2026 21:48:28;Ja
mlh 204;Kinderkoor De Wijsneusjes, Majel Lustenhouwer;Vrolijk Kerstfeest, Iedereen;1991;CD - Album;1;14594445;Children's;Not On Label;25-3-2026 19:13:00;Ja
mm70001;Unknown Artist;Christmas Feelings (Kerstcadeau Van Formido Bouwmarkt);1997;CD - Minimax;1;18319096;Folk, World, & Country;Formido Bouwmarkten, Formido Bouwmarkten;25-3-2026 19:12:00;Ja
MS 2118;The Beach Boys;Holland;1973;LP;;6192655;Rock, Pop Rock, Spoken Word;Reprise Records;19-3-2026 15:42:44;Ja
N.V.G.D. 2747;Various;Wereldsterren Geven Voor Leven;1974;Vinyl - LP, Compilation;1;11220641;Rock, Funk / Soul, Pop;Nederlandse Vereniging Van Grammofoon Detailhandelaren;25-3-2026 15:30:00;Ja
NC 448;Various;K-Tel's California Sun;1976;LP;;4065672;Rock, Surf, Pop Rock;K-Tel;19-3-2026 15:01:17;Ja
nk 205;George Baker Selection;River Song;1976;LP;;961641;Rock, Pop, Rock & Roll, Pop Rock;Negram;19-3-2026 13:06:38;Ja
NL 81.15;Kinderkoor "De P.P.-Tjes" Uit Goor;Geef Mij Je Hand;1981;LP;1;18217312;Pop, Children's, Folk, World, & Country;NL Grammofoonplaten;20-3-2026 22:47:35;Ja
nn1;George Baker Selection;Summer Melody;1977;Vinyl - LP, Album;1;2363389;Rock, Pop;Negram;25-3-2026 15:28:00;Ja
NZ2;Various;Alle 14 Favoriet;1977;Vinyl - LP, Compilation;1;3869775;Rock, Funk / Soul, Pop;Negram;25-3-2026 16:32:00;Ja
OM 333.269;Various;Truck-Stop Convoy;1978;LP;;9128528;Folk, World, & Country, Country;Omega International;19-3-2026 15:17:58;Ja
OMHS 3001;The Beatles;Beatles' Greatest;;LP;1;25058821;Rock;Parlophone;20-3-2026 21:33:31;Ja
onbekend;Various;30 Years Popmusic 1950-1979;1983;Vinyl - LP, Compilation;30;7607222;Jazz, Rock, Reggae, Funk / Soul, Blues, Pop, Brass & Military, Folk, World, & Country, Stage & Screen;SR International;25-3-2026 11:53:00;Ja
pd71161;New London Chorale;The Young Wolfgang Amadeus Mozart;1986;CD - Reissue;1;2006120;Pop, Classical;RCA, Ariola, Ariola, RCA;25-3-2026 17:26:00;Ja
PJL2-8024;Elvis Presley;Elvis Forever;1974;LP;;11791574;Rock, Rock & Roll, Pop Rock;RCA International;19-3-2026 14:56:14;Ja
pl 25402;Glen Campbell;Glen Campbell Live;1981;LP;;2793154;Pop, Folk, World, & Country, Country, Vocal;RCA;19-3-2026 13:18:36;Ja
PL-14259;The Kids From Fame;The Kids From Fame;1982;LP;;1519639;Electronic, Stage & Screen, Soundtrack, Musical, Synth-pop, Disco;RCA Victor;19-3-2026 15:52:32;Ja
PR 2832;Deep Purple;Stormbringer;1974;LP;;26144711;Rock, Hard Rock, Classic Rock;Warner Bros. Records;19-3-2026 13:25:41;Ja
RDA 166-A;Various;Million Dollar Memories;1972;LP;9;11200408;Jazz, Pop, Folk, World, & Country;Reader's Digest;24-3-2026 13:45:39;Ja
RDA 182 1-A;Various;Great Original Hits Of The '50s And '60s;1974;LP;9;3610215;Jazz, Rock, Funk / Soul, Pop, Classical, Folk, World, & Country, Stage & Screen;Reader's Digest;24-3-2026 13:33:43;Ja
RDES 2719;The Platters;The Platters;;LP;;4497872;Rock, Pop, Pop Rock, Ballad;Reader's Digest;19-3-2026 16:26:02;Ja
S 66012;Bob Dylan;Blonde On Blonde;;LP;;27347634;Rock, Blues, Blues Rock, Rhythm & Blues;CBS;19-3-2026 16:13:13;Ja
s 69003;Simon & Garfunkel;Simon And Garfunkel's Greatest Hits;1974;LP;1;22074841;Rock;Suzy;20-3-2026 21:58:29;Ja
SD8169;The Rascals;Once Upon A Dream;1968;LP;1;7908337;Rock, Funk / Soul;Atlantic;20-3-2026 19:31:54;Ja
SF 8308;John Denver;Rocky Mountain High;1972;LP;1;14809843;Rock, Folk, World, & Country;RCA;20-3-2026 19:33:25;Ja
SHVL 759;Deep Purple;Deep Purple;1969;LP;;9191420;Rock, Hard Rock, Beat;Harvest;19-3-2026 13:22:22;Ja
skcd 3;Kinderkoor De Belhamels;Sinterklaasliedjes;1990;CD -;1;10918564;Children's;Disky;25-3-2026 19:18:00;Ja
SLP 115;Various;16 Super Chansons;1980;LP;1;5656401;Pop;Milan;20-3-2026 21:25:12;Ja
sm 3591;The Beatles & The Rolling Stones;The Beatles & The Rolling Stones;1973;LP;;23969864;Rock, Beat, Rock & Roll;International Joker Production;19-3-2026 19:53:18;Ja
SP 136;Various;Agtut Meziek An;1974;Vinyl - LP, Album;1;14809748;Classical, Brass & Military, Folk, World, & Country;Not On Label;25-3-2026 15:22:00;Ja
SP 3647;Supertramp;Crime Of The Century;1999;LP;;2513725;Rock, Pop Rock;Speakers Corner Records;19-3-2026 15:10:56;Ja
SP 40.0479;Herman Finkers;E.H.B.O. Is Mijn Lust En Mijn Leven;1987;LP;1;5201955;Non-Music;Mirasound;20-3-2026 21:59:46;Ja
spc-3243;The Juan Morales Voices & Guitars;El Condor Pasa;1970;LP;1;9137103;Folk, World, & Country;Pickwick/33 Records;20-3-2026 21:48:55;Ja
SPR 90050;The Mamas & The Papas;Best Of The Mamas & The Papas - California Dreamin';1977;Vinyl - LP, Compilation, Stereo;1;794086;Rock, Pop;Sounds Superb, Music For Pleasure;25-3-2026 11:36:00;Ja
ST-57727;Superfly;Superfly;1982;LP;;15364799;Rock, Pop;Fonos;19-3-2026 15:15:10;Ja
starrr001;Various;The Rock 'N' Roll Generation;2001;CD - Compilation;8;6381628;Rock, Pop, Folk, World, & Country;TV Shop;25-3-2026 18:16:00;Ja
SU-1002;Rod Stewart;Rod Stewart;1982;Vinyl - LP, Compilation, Stereo;1;1812563;Rock;Armando Curcio Editore;25-3-2026 16:23:00;Ja
SYBEL 8005;Bay City Rollers;Dedication;1976;LP;1;3267280;Rock, Pop;Bell Records;20-3-2026 22:50:12;Ja
TAR 21013 Tl;Henk Wijngaard;Volle Bak;1980;Vinyl - LP, Album;1;3729847;Folk, World, & Country;Telstar (2);25-3-2026 14:46:00;Ja
TC SPR 90050;The Mamas & The Papas;Best Of The Mamas & The Papas - California Dreamin';1977;Cassette - Compilation;1;10938891;Rock, Pop;Musicway;25-3-2026 18:56:00;Ja
TMC 22030;Normaal;Ojadasawa;;LP;;31445414;Rock, Pop, Pop Rock;Killroy;19-3-2026 15:58:03;Ja
TMC 22060;Henk Wijngaard;Autobaankoorts;1982;LP;;6295353;Pop, Schlager;Telstar;19-3-2026 15:34:17;Ja
TMC 6786;Henk Wijngaard;Zingende Wielen;1978;LP;;7903869;Rock, Pop, Pop Rock, Schlager;Telstar;19-3-2026 15:33:13;Ja
TMC20016;Henk Wijngaard;Kilometervreters;1979;LP;;30005383;Rock, Pop, Pop Rock, Schlager;Telstar;19-3-2026 15:32:49;Ja
TN 101;Various;20 Flash Back Greats Of The Sixties;1974;Vinyl - LP, Compilation, Stereo;1;6889766;Rock, Pop;K-Tel;25-3-2026 14:52:00;Ja
TN 1351;Various;Beach Party;1978;Vinyl - LP, Compilation, Stereo;2;2624208;Rock;K-Tel;25-3-2026 14:48:00;Ja
TN1151;Various;Music Express;1975;LP;;21417727;Pop, Europop;K-Tel;19-3-2026 15:03:58;Ja
TPP 7528 TL;Various;16 Hollandse Hits *1*;;LP;;27893031;Pop, Folk, World, & Country, Schlager;Telstar;19-3-2026 16:06:39;Ja
tw 740220;FC Twente;Diekman-Sound;1974;LP;1;3732632;Folk, World, & Country;Vriendenkring Twente;20-3-2026 23:05:26;Ja
tycd 346;De Zonnepitten;Belle En Het Beest (Sprookjes & Liedjes);1995;CD - Album;1;21360568;Pop, Children's;Teddy (3);26-3-2026 16:07:00;Ja
tycd 350;Various;De Wolf En De Zeven Geitjes (Sprookjes & Liedjes);1995;CD - Album;1;11026816;Non-Music, Pop, Children's;Teddy (3);26-3-2026 15:44:00;Ja
uar 100;Electric Light Orchestra;Out Of The Blue;1977;Vinyl - LP, Album;2;4296949;Rock;United Artists Records;25-3-2026 14:58:00;Ja
UK 55019;Various;Dubbel Carnaval - 40 Volledige Feesthits;1975;LP;2;6607873;Pop;Uniek;20-3-2026 22:51:33;Ja
V86002VB1;Elvis Presley;The Legend Lives On;1987;LP;8;6117715;Rock, Pop, Folk, World, & Country;Reader's Digest;24-3-2026 13:56:21;Ja
VR 21796;Peter En De Pezers;Alle 16 Pikant... Wat Heet!;1981;LP;;4268283;Pop, Schlager, Parody;Coco Records;19-3-2026 16:07:26;Ja
vr 55835;Various;Popular Country (96 Pop Songs By Great Country-Stars);1981;Vinyl - LP, Compilation, Stereo;8;15976759;Folk, World, & Country;Reader's Digest;25-3-2026 15:41:00;Ja
wb 56344;Fleetwood Mac;Rumours;1981;Vinyl - LP, Album, Reissue;1;21614212;Electronic, Rock;Warner Bros. Records, Warner Bros. Records;25-3-2026;Ja
WEA 58.437;Normaal;Deurdonderen;;LP;;8724226;Rock, Pop, Pop Rock;WEA;19-3-2026 15:57:42;Ja
wspcd17034;De Gouden Nachtegaaltjes;Sinterklaas Is Jarig!;1994;CD - Reissue;1;8661457;Pop, Children's, Folk, World, & Country;Weton-Wesgram, WSP;25-3-2026;Ja
WWS-80963;Blondie;Plastic Letters;1977;LP;;4082940;Rock, New Wave, Punk, Synth-pop, Rock & Roll;Chrysalis;19-3-2026 15:47:44;Ja
test;Rolling Stones;Rolling Stones;1982;LP;;3195108;Rock, Classic Rock;Armando Curcio Editore;19-3-2026 14:58:30;Ja
